;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 29-01-2024 06:02:07 PM
;----------------------------------------------

;Address Opcode 	ASM
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_Return_PosE193
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_Return_PosE194
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_Return_PosE195
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_Return_PosE196
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_Return_PosE197
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_Return_PosE198
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_Return_PosE199
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_Return_PosE200
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_Return_PosE201
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_Return_PosE202
  L_SPI_T6963C_Write_Text_Return_Pos203
  L_SPI_T6963C_Write_Text_Return_Pos204
  L_SPI_T6963C_Write_Text_Return_Pos205
  L_SPI_T6963C_Write_Text_Return_Pos206
  L_SPI_T6963C_Write_Text_Return_Pos207
  L_SPI_T6963C_Write_Text_Return_Pos208
  L_SPI_T6963C_Write_Const_Text_Return_Pos209
  L_SPI_T6963C_Write_Const_Text_Return_Pos210
  L_SPI_T6963C_Write_Const_Text_Return_Pos211
  L_SPI_T6963C_Write_Const_Text_Return_Pos212
  L_SPI_T6963C_Write_Const_Text_Return_Pos213
  L_SPI_T6963C_Write_Const_Text_Return_Pos214
  L_SPI_T6963C_Write_Char_Adv215
  L_SPI_T6963C_Write_Char_Adv216
  L_SPI_T6963C_Write_Char_Adv217
  L_SPI_T6963C_Write_Char_Adv218
  L_SPI_T6963C_Write_Text_Adv219
  L_SPI_T6963C_Write_Text_Adv220
  L_SPI_T6963C_Write_Text_Adv221
  L_SPI_T6963C_Write_Text_Adv222
  L_SPI_T6963C_Write_Text_Adv223
  L_SPI_T6963C_Write_Text_Adv224
  L_SPI_T6963C_Write_Const_Text_Adv225
  L_SPI_T6963C_Write_Const_Text_Adv226
  L_SPI_T6963C_Write_Const_Text_Adv227
  L_SPI_T6963C_Write_Const_Text_Adv228
  L_SPI_T6963C_Write_Const_Text_Adv229
  L_SPI_T6963C_Write_Const_Text_Adv230
  L_SPI_T6963C_Ext_Image231
  L_SPI_T6963C_Ext_Image232
  L_SPI_T6963C_Ext_Image233
  L_SPI_T6963C_Ext_PartialImage234
  L_SPI_T6963C_Ext_PartialImage235
  L_SPI_T6963C_Ext_PartialImage236
  L_SPI_T6963C_Ext_PartialImage237
  L_SPI_T6963C_Ext_PartialImage238
  L_SPI_T6963C_Ext_PartialImage239
  L_SPI_T6963C_Ext_PartialImage240
  L_SPI_T6963C_Ext_PartialImage241
  L_SPI_T6963C_Ext_PartialImage242
  L_SPI_T6963C_Ext_PartialImage243
  L_SPI_T6963C_Ext_PartialImage244
  L_SPI_T6963C_Ext_PartialImage245
  L_SPI_T6963C_Ext_PartialImage246
  L_SPI_T6963C_Ext_PartialImage247
  L_SPI_T6963C_Ext_PartialImage248
  L_SPI_T6963C_Ext_PartialImage249
  L_SPI_T6963C_Ext_PartialImage250
  L_SPI_T6963C_Ext_PartialImage251
  L_SPI_T6963C_Ext_PartialImage252
  L_SPI_T6963C_Ext_PartialImage253
  L_SPI_T6963C_Ext_PartialImage254
  L_SPI_T6963C_Ext_PartialImage255
  L_SPI_T6963C_Ext_PartialImage256
  L_SPI_T6963C_Ext_PartialImage257
  L_SPI_T6963C_Ext_PartialImage258
  L_SPI_T6963C_Ext_PartialImage259
  L_SPI_T6963C_Ext_PartialImage260
  L_SPI_T6963C_Ext_PartialImage261
  L_SPI_T6963C_Ext_PartialImage262
  L_SPI_T6963C_Ext_PartialImage263
  L_SPI_T6963C_Ext_PartialImage264
  L__SPI_T6963C_line265
  L__SPI_T6963C_PartialImage266
  L__SPI_T6963C_PartialImage267
  L__SPI_T6963C_PartialImage268
  L__SPI_T6963C_PartialImage269
  L__SPI_T6963C_PartialImage270
  L__SPI_T6963C_PartialImage271
  L__SPI_T6963C_PartialImage272
  L__SPI_T6963C_PartialImage273
  L__SPI_T6963C_PartialImage274
  L__SPI_T6963C_PartialImage275
  L__SPI_T6963C_PartialImage276
  L__SPI_T6963C_PartialImage277
  L__SPI_T6963C_PartialImage278
  L__SPI_T6963C_PartialImage279
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_Adv280
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_Adv281
  L__SPI_T6963C_Ext_PartialImage282
  L__SPI_T6963C_Ext_PartialImage283
  L__SPI_T6963C_Ext_PartialImage284
  L__SPI_T6963C_Ext_PartialImage285
  L__SPI_T6963C_Ext_PartialImage286
  L__SPI_T6963C_Ext_PartialImage287
  L__SPI_T6963C_Ext_PartialImage288
  L__SPI_T6963C_Ext_PartialImage289
  L__SPI_T6963C_Ext_PartialImage290
  L__SPI_T6963C_Ext_PartialImage291
  L__SPI_T6963C_Ext_PartialImage292
  L__SPI_T6963C_Ext_PartialImage293
  L__SPI_T6963C_Ext_PartialImage294
  L__SPI_T6963C_Ext_PartialImage295
  L__SPI_T6963C_Ext_PartialImage296
  L__SPI_T6963C_Ext_PartialImage297
  L__SPI_T6963C_Ext_PartialImage298
  L_end_SPI_T6963C_Set_Ext_Buffer
  _SPI_T6963C_Set_Ext_Buffer
  L_end_SPI_T6963C_clearBit
  _SPI_T6963C_clearBit
  L_end_SPI_T6963C_setBit
  _SPI_T6963C_setBit
  L_end_SPI_T6963C_negBit
  _SPI_T6963C_negBit
  L_end_SPI_T6963C_waitReady
  _SPI_T6963C_waitReady
  L__SPI_T6963C_waitReady304
  L_end_SPI_T6963C_writeData
  _SPI_T6963C_writeData
  L_end_SPI_T6963C_writeCommand
  _SPI_T6963C_writeCommand
  L_end_SPI_T6963C_setPtr
  _SPI_T6963C_setPtr
  L_end_SPI_T6963C_dot
  _SPI_T6963C_dot
  L__SPI_T6963C_dot309
  L__SPI_T6963C_dot310
  L__SPI_T6963C_dot311
  L__SPI_T6963C_dot312
  L_end_SPI_T6963C_line
  _SPI_T6963C_line
  L__SPI_T6963C_line314
  L__SPI_T6963C_line315
  L__SPI_T6963C_line316
  L__SPI_T6963C_line317
  L__SPI_T6963C_line318
  L__SPI_T6963C_line319
  L__SPI_T6963C_line320
  L_end_SPI_T6963C_fill
  _SPI_T6963C_fill
  L__SPI_T6963C_fill322
  L_end_SPI_T6963C_image
  _SPI_T6963C_image
  L__SPI_T6963C_image324
  L_end_SPI_T6963C_sprite
  _SPI_T6963C_sprite
  L__SPI_T6963C_sprite326
  L__SPI_T6963C_sprite327
  L__SPI_T6963C_sprite328
  L_end_SPI_T6963C_set_cursor
  _SPI_T6963C_set_cursor
  L_end_SPI_T6963C_write_char
  _SPI_T6963C_write_char
  L_end_SPI_T6963C_write_text
  _SPI_T6963C_write_text
  L__SPI_T6963C_write_text332
  L_end_SPI_T6963C_Write_Const_Text
  _SPI_T6963C_Write_Const_Text
  L__SPI_T6963C_Write_Const_Text334
  L_end_SPI_T6963C_circle
  _SPI_T6963C_circle
  L__SPI_T6963C_circle336
  L__SPI_T6963C_circle337
  L_end_SPI_T6963C_box
  _SPI_T6963C_box
  L__SPI_T6963C_box339
  L_end_SPI_T6963C_rectangle
  _SPI_T6963C_rectangle
  L_end_SPI_T6963C_Config
  _SPI_T6963C_Config
  L__SPI_T6963C_Config342
  L__SPI_T6963C_Config343
  L__SPI_T6963C_Config344
  L__SPI_T6963C_Config345
  L__SPI_T6963C_Config346
  L__SPI_T6963C_Config347
  L__SPI_T6963C_Config348
  L__SPI_T6963C_Config349
  L_end_SPI_T6963C_readData
  __Lib_SPIT6963C_SPI_T6963C_readData
  L_end_SPI_T6963C_PartialImage
  _SPI_T6963C_PartialImage
  L__SPI_T6963C_PartialImage352
  L__SPI_T6963C_PartialImage353
  L__SPI_T6963C_PartialImage354
  L__SPI_T6963C_PartialImage355
  L__SPI_T6963C_PartialImage356
  L__SPI_T6963C_PartialImage357
  L__SPI_T6963C_PartialImage358
  L__SPI_T6963C_PartialImage359
  L__SPI_T6963C_PartialImage360
  L__SPI_T6963C_PartialImage361
  L__SPI_T6963C_PartialImage362
  L__SPI_T6963C_PartialImage363
  L__SPI_T6963C_PartialImage364
  L__SPI_T6963C_PartialImage365
  L__SPI_T6963C_PartialImage366
  L__SPI_T6963C_PartialImage367
  L__SPI_T6963C_PartialImage368
  L__SPI_T6963C_PartialImage369
  L__SPI_T6963C_PartialImage370
  L__SPI_T6963C_PartialImage371
  L__SPI_T6963C_PartialImage372
  L__SPI_T6963C_PartialImage373
  L__SPI_T6963C_PartialImage374
  L__SPI_T6963C_PartialImage375
  L__SPI_T6963C_PartialImage376
  L__SPI_T6963C_PartialImage377
  L__SPI_T6963C_PartialImage378
  L__SPI_T6963C_PartialImage379
  L__SPI_T6963C_PartialImage380
  L__SPI_T6963C_PartialImage381
  L__SPI_T6963C_PartialImage382
  L__SPI_T6963C_PartialImage383
  L_end_SPI_T6963C_Rectangle_Round_Edges
  _SPI_T6963C_Rectangle_Round_Edges
  L__SPI_T6963C_Rectangle_Round_Edges385
  L__SPI_T6963C_Rectangle_Round_Edges386
  L__SPI_T6963C_Rectangle_Round_Edges387
  L__SPI_T6963C_Rectangle_Round_Edges388
  L__SPI_T6963C_Rectangle_Round_Edges389
  L__SPI_T6963C_Rectangle_Round_Edges390
  L__SPI_T6963C_Rectangle_Round_Edges391
  L__SPI_T6963C_Rectangle_Round_Edges392
  L_end_SPI_T6963C_Rectangle_Round_Edges_Fill
  _SPI_T6963C_Rectangle_Round_Edges_Fill
  L__SPI_T6963C_Rectangle_Round_Edges_Fill394
  L__SPI_T6963C_Rectangle_Round_Edges_Fill395
  L__SPI_T6963C_Rectangle_Round_Edges_Fill396
  L__SPI_T6963C_Rectangle_Round_Edges_Fill397
  L__SPI_T6963C_Rectangle_Round_Edges_Fill398
  L__SPI_T6963C_Rectangle_Round_Edges_Fill399
  L__SPI_T6963C_Rectangle_Round_Edges_Fill400
  L__SPI_T6963C_Rectangle_Round_Edges_Fill401
  L_end_SPI_T6963C_Circle_Fill
  _SPI_T6963C_Circle_Fill
  L__SPI_T6963C_Circle_Fill403
  L__SPI_T6963C_Circle_Fill404
  L__SPI_T6963C_Circle_Fill405
  L__SPI_T6963C_Circle_Fill406
  L_end__SPI_T6963C_getHeader
  __Lib_SPIT6963C__SPI_T6963C_getHeader
  L___Lib_SPIT6963C__SPI_T6963C_getHeader408
  L___Lib_SPIT6963C__SPI_T6963C_getHeader409
  L_end_SPI_T6963C_Set_Font_Adv
  _SPI_T6963C_Set_Font_Adv
  L_end_SPI_T6963C_Set_Ext_Font_Adv
  _SPI_T6963C_Set_Ext_Font_Adv
  L_end__SPI_T6963C_Write_Char_Adv
  __Lib_SPIT6963C__SPI_T6963C_Write_Char_Adv
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_Adv413
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_Adv414
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_Adv415
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_Adv416
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_Adv417
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_Adv418
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_Adv419
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_Adv420
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_Adv421
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_Adv422
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_Adv423
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_Adv424
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_Adv425
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_Adv426
  L_end__SPI_T6963C_Write_Char_AdvE
  __Lib_SPIT6963C__SPI_T6963C_Write_Char_AdvE
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_AdvE428
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_AdvE429
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_AdvE430
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_AdvE431
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_AdvE432
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_AdvE433
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_AdvE434
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_AdvE435
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_AdvE436
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_AdvE437
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_AdvE438
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_AdvE439
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_AdvE440
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_AdvE441
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_AdvE442
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_AdvE443
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_AdvE444
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_AdvE445
  L_end__SPI_T6963C_Write_Char_Return_Pos
  __Lib_SPIT6963C__SPI_T6963C_Write_Char_Return_Pos
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_Return_Pos447
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_Return_Pos448
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_Return_Pos449
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_Return_Pos450
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_Return_Pos451
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_Return_Pos452
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_Return_Pos453
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_Return_Pos454
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_Return_Pos455
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_Return_Pos456
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_Return_Pos457
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_Return_Pos458
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_Return_Pos459
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_Return_Pos460
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_Return_Pos461
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_Return_Pos462
  L_end__SPI_T6963C_Write_Char_Return_PosE
  __Lib_SPIT6963C__SPI_T6963C_Write_Char_Return_PosE
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_Return_PosE464
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_Return_PosE465
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_Return_PosE466
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_Return_PosE467
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_Return_PosE468
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_Return_PosE469
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_Return_PosE470
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_Return_PosE471
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_Return_PosE472
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_Return_PosE473
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_Return_PosE474
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_Return_PosE475
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_Return_PosE476
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_Return_PosE477
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_Return_PosE478
  L_end_SPI_T6963C_Move_Cursor
  __Lib_SPIT6963C_SPI_T6963C_Move_Cursor
  L_end_SPI_T6963C_Write_Text_Return_Pos
  _SPI_T6963C_Write_Text_Return_Pos
  L__SPI_T6963C_Write_Text_Return_Pos481
  L__SPI_T6963C_Write_Text_Return_Pos482
  L__SPI_T6963C_Write_Text_Return_Pos483
  L__SPI_T6963C_Write_Text_Return_Pos484
  L_end_SPI_T6963C_Write_Const_Text_Return_Pos
  _SPI_T6963C_Write_Const_Text_Return_Pos
  L__SPI_T6963C_Write_Const_Text_Return_Pos486
  L__SPI_T6963C_Write_Const_Text_Return_Pos487
  L__SPI_T6963C_Write_Const_Text_Return_Pos488
  L__SPI_T6963C_Write_Const_Text_Return_Pos489
  L_end_SPI_T6963C_Write_Char_Adv
  _SPI_T6963C_Write_Char_Adv
  L__SPI_T6963C_Write_Char_Adv491
  L__SPI_T6963C_Write_Char_Adv492
  L__SPI_T6963C_Write_Char_Adv493
  L_end_SPI_T6963C_Write_Text_Adv
  _SPI_T6963C_Write_Text_Adv
  L__SPI_T6963C_Write_Text_Adv495
  L__SPI_T6963C_Write_Text_Adv496
  L__SPI_T6963C_Write_Text_Adv497
  L__SPI_T6963C_Write_Text_Adv498
  L_end_SPI_T6963C_Write_Const_Text_Adv
  _SPI_T6963C_Write_Const_Text_Adv
  L__SPI_T6963C_Write_Const_Text_Adv500
  L__SPI_T6963C_Write_Const_Text_Adv501
  L__SPI_T6963C_Write_Const_Text_Adv502
  L__SPI_T6963C_Write_Const_Text_Adv503
  L_end_SPI_T6963C_Ext_Image
  _SPI_T6963C_Ext_Image
  L__SPI_T6963C_Ext_Image505
  L__SPI_T6963C_Ext_Image506
  L_end_SPI_T6963C_Ext_PartialImage
  _SPI_T6963C_Ext_PartialImage
  L__SPI_T6963C_Ext_PartialImage508
  L__SPI_T6963C_Ext_PartialImage509
  L__SPI_T6963C_Ext_PartialImage510
  L__SPI_T6963C_Ext_PartialImage511
  L__SPI_T6963C_Ext_PartialImage512
  L__SPI_T6963C_Ext_PartialImage513
  L__SPI_T6963C_Ext_PartialImage514
  L__SPI_T6963C_Ext_PartialImage515
  L__SPI_T6963C_Ext_PartialImage516
  L__SPI_T6963C_Ext_PartialImage517
  L__SPI_T6963C_Ext_PartialImage518
  L__SPI_T6963C_Ext_PartialImage519
  L__SPI_T6963C_Ext_PartialImage520
  L__SPI_T6963C_Ext_PartialImage521
  L__SPI_T6963C_Ext_PartialImage522
  L__SPI_T6963C_Ext_PartialImage523
  L__SPI_T6963C_Ext_PartialImage524
  L__SPI_T6963C_Ext_PartialImage525
  L__SPI_T6963C_Ext_PartialImage526
  L__SPI_T6963C_Ext_PartialImage527
  L__SPI_T6963C_Ext_PartialImage528
  L__SPI_T6963C_Ext_PartialImage529
  L__SPI_T6963C_Ext_PartialImage530
  L__SPI_T6963C_Ext_PartialImage531
  L__SPI_T6963C_Ext_PartialImage532
  L__SPI_T6963C_Ext_PartialImage533
  L__SPI_T6963C_Ext_PartialImage534
  L__SPI_T6963C_Ext_PartialImage535
  L__SPI_T6963C_Ext_PartialImage536
  L__SPI_T6963C_Ext_PartialImage537
  L__SPI_T6963C_Ext_PartialImage538
  L__SPI_T6963C_Ext_PartialImage539
  L__SPI_T6963C_Ext_PartialImage540
  L__SPI_T6963C_Ext_PartialImage541
  L_end___Lib_SPIT6963C___?ag
  __Lib_SPIT6963C____?ag
  L_SPI1_Write0
  L_SPI1_Write1
  L_SPI1_Read2
  L_SPI1_Read3
  L_end_SPI1_Init_Advanced
  _SPI1_Init_Advanced
  L_end_SPI1_Init
  _SPI1_Init
  L_end_SPI1_Write
  _SPI1_Write
  L_end_SPI1_Read
  _SPI1_Read
  L_end_SPI_Set_Active
  _SPI_Set_Active
  L_end_SPI_Read
  _SPI_Read
  L_end_SPI_Write
  _SPI_Write
  L_end___Lib_SPI_b5432_x2___?ag
  __Lib_SPI_b5432_x2____?ag
  L_loopDW
  L_loopCA2A
  L_loopCCA2A
  L_loopCFCA2A
  L_loopCS2Ss
  l_CS2Send
  L_loopCCS2Ss
  l_CCS2Send
  L_loopCFCS2Ss
  l_CFCS2Send
  L_loopFZinSWs
  L_end___CC2DW
  ___CC2DW
  L_end___CA2AW
  ___CA2AW
  L_end___CCA2AW
  ___CCA2AW
  L_end___CFCA2A
  ___CFCA2A
  L_end___CS2S
  ___CS2S
  L_end___CCS2S
  ___CCS2S
  L_end___CFCS2S
  ___CFCS2S
  L_end___FZinS
  ___FZinS
  L_end___Lib_System___?ag
  __Lib_System____?ag
  L_T6963C_waitReady0
  L_T6963C_waitReady1
  L_T6963C_fill2
  L_T6963C_fill3
  L_T6963C_image4
  L_T6963C_image5
  L_T6963C_sprite6
  L_T6963C_sprite7
  L_T6963C_sprite8
  L_T6963C_sprite9
  L_T6963C_sprite10
  L_T6963C_sprite11
  L_T6963C_write_text12
  L_T6963C_write_text13
  L_T6963C_Write_Const_Text14
  L_T6963C_Write_Const_Text15
  L_T6963C_circle16
  L_T6963C_circle17
  L_T6963C_circle18
  L_T6963C_circle19
  L_T6963C_box20
  L_T6963C_box21
  L_T6963C_line22
  L_T6963C_line23
  L_T6963C_line24
  L_T6963C_line25
  L_T6963C_line26
  L_T6963C_line27
  L_T6963C_line28
  L_T6963C_line29
  L_T6963C_line30
  L_T6963C_line31
  L_T6963C_line32
  L_T6963C_line33
  L_T6963C_dot34
  L_T6963C_dot35
  L_T6963C_dot36
  L_T6963C_dot37
  L_T6963C_PartialImage38
  L_T6963C_PartialImage39
  L_T6963C_PartialImage40
  L_T6963C_PartialImage41
  L_T6963C_PartialImage42
  L_T6963C_PartialImage43
  L_T6963C_PartialImage44
  L_T6963C_PartialImage45
  L_T6963C_PartialImage46
  L_T6963C_PartialImage47
  L_T6963C_PartialImage48
  L_T6963C_PartialImage49
  L_T6963C_PartialImage50
  L_T6963C_PartialImage51
  L_T6963C_PartialImage52
  L_T6963C_PartialImage53
  L_T6963C_PartialImage54
  L_T6963C_PartialImage55
  L_T6963C_PartialImage56
  L_T6963C_PartialImage57
  L_T6963C_PartialImage58
  L_T6963C_PartialImage59
  L_T6963C_PartialImage60
  L_T6963C_PartialImage61
  L_T6963C_PartialImage62
  L_T6963C_PartialImage63
  L_T6963C_PartialImage64
  L_T6963C_Rectangle_Round_Edges65
  L_T6963C_Rectangle_Round_Edges66
  L_T6963C_Rectangle_Round_Edges67
  L_T6963C_Rectangle_Round_Edges68
  L_T6963C_Rectangle_Round_Edges69
  L_T6963C_Rectangle_Round_Edges70
  L_T6963C_Rectangle_Round_Edges71
  L_T6963C_Rectangle_Round_Edges72
  L_T6963C_Rectangle_Round_Edges73
  L_T6963C_Rectangle_Round_Edges74
  L_T6963C_Rectangle_Round_Edges75
  L_T6963C_Rectangle_Round_Edges76
  L_T6963C_Rectangle_Round_Edges_Fill77
  L_T6963C_Rectangle_Round_Edges_Fill78
  L_T6963C_Rectangle_Round_Edges_Fill79
  L_T6963C_Rectangle_Round_Edges_Fill80
  L_T6963C_Rectangle_Round_Edges_Fill81
  L_T6963C_Rectangle_Round_Edges_Fill82
  L_T6963C_Rectangle_Round_Edges_Fill83
  L_T6963C_Rectangle_Round_Edges_Fill84
  L_T6963C_Rectangle_Round_Edges_Fill85
  L_T6963C_Rectangle_Round_Edges_Fill86
  L_T6963C_Rectangle_Round_Edges_Fill87
  L_T6963C_Rectangle_Round_Edges_Fill88
  L_T6963C_Circle_Fill89
  L_T6963C_Circle_Fill90
  L_T6963C_Circle_Fill91
  L_T6963C_Circle_Fill92
  L_T6963C_Circle_Fill93
  L_T6963C_Circle_Fill94
  L___Lib_T6963C__T6963C_getHeader95
  L___Lib_T6963C__T6963C_getHeader96
  L___Lib_T6963C__T6963C_getHeader97
  L___Lib_T6963C__T6963C_getHeader98
  L___Lib_T6963C__T6963C_getHeader99
  L___Lib_T6963C__T6963C_Write_Char_Adv100
  L___Lib_T6963C__T6963C_Write_Char_Adv101
  L___Lib_T6963C__T6963C_Write_Char_Adv102
  L___Lib_T6963C__T6963C_Write_Char_Adv103
  L___Lib_T6963C__T6963C_Write_Char_Adv104
  L___Lib_T6963C__T6963C_Write_Char_Adv105
  L___Lib_T6963C__T6963C_Write_Char_Adv106
  L___Lib_T6963C__T6963C_Write_Char_Adv107
  L___Lib_T6963C__T6963C_Write_Char_Adv108
  L___Lib_T6963C__T6963C_Write_Char_Adv109
  L___Lib_T6963C__T6963C_Write_Char_Adv110
  L___Lib_T6963C__T6963C_Write_Char_Adv111
  L___Lib_T6963C__T6963C_Write_Char_Adv112
  L___Lib_T6963C__T6963C_Write_Char_Adv113
  L___Lib_T6963C__T6963C_Write_Char_Adv114
  L___Lib_T6963C__T6963C_Write_Char_Adv115
  L___Lib_T6963C__T6963C_Write_Char_Adv116
  L___Lib_T6963C__T6963C_Write_Char_Adv117
  L___Lib_T6963C__T6963C_Write_Char_Adv118
  L___Lib_T6963C__T6963C_Write_Char_Adv119
  L___Lib_T6963C__T6963C_Write_Char_Adv120
  L___Lib_T6963C__T6963C_Write_Char_AdvE121
  L___Lib_T6963C__T6963C_Write_Char_AdvE122
  L___Lib_T6963C__T6963C_Write_Char_AdvE123
  L___Lib_T6963C__T6963C_Write_Char_AdvE124
  L___Lib_T6963C__T6963C_Write_Char_AdvE125
  L___Lib_T6963C__T6963C_Write_Char_AdvE126
  L___Lib_T6963C__T6963C_Write_Char_AdvE127
  L___Lib_T6963C__T6963C_Write_Char_AdvE128
  L___Lib_T6963C__T6963C_Write_Char_AdvE129
  L___Lib_T6963C__T6963C_Write_Char_AdvE130
  L___Lib_T6963C__T6963C_Write_Char_AdvE131
  L___Lib_T6963C__T6963C_Write_Char_AdvE132
  L___Lib_T6963C__T6963C_Write_Char_AdvE133
  L___Lib_T6963C__T6963C_Write_Char_AdvE134
  L___Lib_T6963C__T6963C_Write_Char_AdvE135
  L___Lib_T6963C__T6963C_Write_Char_AdvE136
  L___Lib_T6963C__T6963C_Write_Char_AdvE137
  L___Lib_T6963C__T6963C_Write_Char_AdvE138
  L___Lib_T6963C__T6963C_Write_Char_AdvE139
  L___Lib_T6963C__T6963C_Write_Char_AdvE140
  L___Lib_T6963C__T6963C_Write_Char_AdvE141
  L___Lib_T6963C__T6963C_Write_Char_AdvE142
  L___Lib_T6963C__T6963C_Write_Char_AdvE143
  L___Lib_T6963C__T6963C_Write_Char_AdvE144
  L___Lib_T6963C__T6963C_Write_Char_AdvE145
  L___Lib_T6963C__T6963C_Write_Char_Return_Pos146
  L___Lib_T6963C__T6963C_Write_Char_Return_Pos147
  L___Lib_T6963C__T6963C_Write_Char_Return_Pos148
  L___Lib_T6963C__T6963C_Write_Char_Return_Pos149
  L___Lib_T6963C__T6963C_Write_Char_Return_Pos150
  L___Lib_T6963C__T6963C_Write_Char_Return_Pos151
  L___Lib_T6963C__T6963C_Write_Char_Return_Pos152
  L___Lib_T6963C__T6963C_Write_Char_Return_Pos153
  L___Lib_T6963C__T6963C_Write_Char_Return_Pos154
  L___Lib_T6963C__T6963C_Write_Char_Return_Pos155
  L___Lib_T6963C__T6963C_Write_Char_Return_Pos156
  L___Lib_T6963C__T6963C_Write_Char_Return_Pos157
  L___Lib_T6963C__T6963C_Write_Char_Return_Pos158
  L___Lib_T6963C__T6963C_Write_Char_Return_Pos159
  L___Lib_T6963C__T6963C_Write_Char_Return_Pos160
  L___Lib_T6963C__T6963C_Write_Char_Return_Pos161
  L___Lib_T6963C__T6963C_Write_Char_Return_Pos162
  L___Lib_T6963C__T6963C_Write_Char_Return_Pos163
  L___Lib_T6963C__T6963C_Write_Char_Return_Pos164
  L___Lib_T6963C__T6963C_Write_Char_Return_Pos165
  L___Lib_T6963C__T6963C_Write_Char_Return_Pos166
  L___Lib_T6963C__T6963C_Write_Char_Return_Pos167
